    1     0.0001   0.0015  -0.15259E-04   0.24333E-05   0.44089E-01   0.65162E+01   0.26784E+04
    2     0.0088   0.1269  -0.29505E-02  -0.23498E-03   0.43852E-01   0.64825E+01   0.55784E+04
    3     0.0176   0.2519  -0.61662E-02  -0.54172E-03   0.43545E-01   0.64500E+01   0.58852E+04
    4     0.0264   0.3763  -0.95295E-02  -0.88148E-03   0.43206E-01   0.64181E+01   0.60919E+04
    5     0.0353   0.5002  -0.13006E-01  -0.12447E-02   0.42842E-01   0.63867E+01   0.62610E+04
    6     0.0443   0.6235  -0.16589E-01  -0.16293E-02   0.42458E-01   0.63556E+01   0.64106E+04
    7     0.0534   0.7463  -0.20261E-01  -0.20303E-02   0.42057E-01   0.63249E+01   0.65445E+04
    8     0.0626   0.8685  -0.24018E-01  -0.24470E-02   0.41640E-01   0.62945E+01   0.66674E+04
    9     0.0718   0.9902  -0.27858E-01  -0.28787E-02   0.41208E-01   0.62644E+01   0.67838E+04
   10     0.0811   1.1112  -0.31775E-01  -0.33246E-02   0.40762E-01   0.62346E+01   0.68900E+04
   11     0.0905   1.2318  -0.35770E-01  -0.37836E-02   0.40303E-01   0.62051E+01   0.69942E+04
   12     0.1000   1.3517  -0.39849E-01  -0.42584E-02   0.39829E-01   0.61758E+01   0.70957E+04
   13     0.1096   1.4710  -0.43990E-01  -0.47434E-02   0.39344E-01   0.61467E+01   0.71913E+04
   14     0.1192   1.5898  -0.48206E-01  -0.52410E-02   0.38846E-01   0.61179E+01   0.72839E+04
   15     0.1290   1.7079  -0.52494E-01  -0.57514E-02   0.38336E-01   0.60894E+01   0.73739E+04
   16     0.1388   1.8254  -0.56855E-01  -0.62749E-02   0.37812E-01   0.60610E+01   0.74635E+04
   17     0.1487   1.9423  -0.61288E-01  -0.68112E-02   0.37276E-01   0.60329E+01   0.75473E+04
   18     0.1587   2.0586  -0.65793E-01  -0.73598E-02   0.36727E-01   0.60051E+01   0.76317E+04
   19     0.1687   2.1743  -0.70368E-01  -0.79213E-02   0.36166E-01   0.59775E+01   0.77136E+04
   20     0.1789   2.2893  -0.75015E-01  -0.84958E-02   0.35591E-01   0.59500E+01   0.77927E+04
   21     0.1891   2.4037  -0.79733E-01  -0.90825E-02   0.35005E-01   0.59229E+01   0.78699E+04
   22     0.1995   2.5174  -0.84521E-01  -0.96822E-02   0.34405E-01   0.58959E+01   0.79460E+04
   23     0.2099   2.6305  -0.89379E-01  -0.10295E-01   0.33792E-01   0.58692E+01   0.80208E+04
   24     0.2204   2.7429  -0.94282E-01  -0.10912E-01   0.33175E-01   0.58426E+01   0.79902E+04
   25     0.2310   2.8547  -0.99281E-01  -0.11551E-01   0.32536E-01   0.58163E+01   0.81655E+04
   26     0.2417   2.9657  -0.10435E+00  -0.12202E-01   0.31885E-01   0.57903E+01   0.82344E+04
   27     0.2525   3.0761  -0.10949E+00  -0.12867E-01   0.31220E-01   0.57645E+01   0.83027E+04
   28     0.2634   3.1859  -0.11470E+00  -0.13544E-01   0.30543E-01   0.57388E+01   0.83695E+04
   29     0.2744   3.2949  -0.11998E+00  -0.14236E-01   0.29851E-01   0.57134E+01   0.84342E+04
   30     0.2855   3.4033  -0.12533E+00  -0.14940E-01   0.29147E-01   0.56882E+01   0.84966E+04
   31     0.2967   3.5110  -0.13076E+00  -0.15658E-01   0.28429E-01   0.56633E+01   0.85582E+04
